game_id,date,home_team,away_team,model,side,edge,kalshi_price,model_prob,home_win,outcome,pnl
22500304,2025-11-30,Philadelphia 76ers,Atlanta Hawks,M1,sell,-0.0769,0.58,0.5031,0,1,26.97
22500320,2025-12-02,Boston Celtics,New York Knicks,M1,buy,0.0983,0.49,0.5883,1,1,23.715
22500327,2025-12-03,Atlanta Hawks,LA Clippers,M1,buy,0.254,0.55,0.804,0,0,-27.5
22500336,2025-12-04,Toronto Raptors,Los Angeles Lakers,M1,buy,0.1136,0.57,0.6836,0,0,-28.5
22500347,2025-12-05,Memphis Grizzlies,LA Clippers,M1,buy,0.2669,0.46,0.7269,1,1,25.11
22500340,2025-12-05,Atlanta Hawks,Denver Nuggets,M1,buy,0.1078,0.4,0.5078,0,0,-20.0
22500357,2025-12-07,New York Knicks,Orlando Magic,M1,buy,0.1618,0.52,0.6818,1,1,22.32
22500358,2025-12-07,Toronto Raptors,Boston Celtics,M1,buy,0.0741,0.43,0.5041,0,0,-21.5
22500360,2025-12-07,Memphis Grizzlies,Portland Trail Blazers,M1,buy,0.0848,0.56,0.6448,1,1,20.46
22500361,2025-12-07,Chicago Bulls,Golden State Warriors,M1,sell,-0.222,0.49,0.268,0,1,22.785
22500362,2025-12-07,Philadelphia 76ers,Los Angeles Lakers,M1,buy,0.1776,0.42,0.5976,0,0,-21.0
22501201,2025-12-09,Orlando Magic,Miami Heat,M1,buy,0.1693,0.53,0.6993,1,1,21.855
22501209,2025-12-12,Charlotte Hornets,Chicago Bulls,M1,buy,0.0656,0.44,0.5056,0,0,-22.0
22501219,2025-12-14,Brooklyn Nets,Milwaukee Bucks,M1,sell,-0.1062,0.49,0.3838,1,0,-25.5
22501228,2025-12-14,Phoenix Suns,Los Angeles Lakers,M1,sell,-0.1122,0.54,0.4278,0,1,25.11
22501224,2025-12-15,Utah Jazz,Dallas Mavericks,M1,sell,-0.2791,0.49,0.2109,1,0,-25.5
22501222,2025-12-15,Boston Celtics,Detroit Pistons,M1,buy,0.1425,0.53,0.6725,0,0,-26.5
22501225,2025-12-15,Denver Nuggets,Houston Rockets,M1,sell,-0.0685,0.5,0.4315,1,0,-25.0
22500378,2025-12-18,Phoenix Suns,Golden State Warriors,M1,sell,-0.1535,0.45,0.2965,1,0,-27.5
22500372,2025-12-18,Indiana Pacers,New York Knicks,M1,sell,-0.1366,0.41,0.2734,0,1,19.065
22500395,2025-12-20,LA Clippers,Los Angeles Lakers,M1,sell,-0.1869,0.47,0.2831,1,0,-26.5
22500389,2025-12-20,New Orleans Pelicans,Indiana Pacers,M1,sell,-0.1205,0.57,0.4495,1,0,-21.5
22500388,2025-12-20,Toronto Raptors,Boston Celtics,M1,sell,-0.2766,0.54,0.2634,0,1,25.11
22500387,2025-12-20,Philadelphia 76ers,Dallas Mavericks,M1,buy,0.0894,0.54,0.6294,1,1,21.39
22500420,2025-12-23,Portland Trail Blazers,Orlando Magic,M1,sell,-0.1791,0.49,0.3109,0,1,22.785
22500418,2025-12-23,Phoenix Suns,Los Angeles Lakers,M1,sell,-0.2543,0.58,0.3257,1,0,-21.0
22500419,2025-12-23,Utah Jazz,Memphis Grizzlies,M1,sell,-0.1166,0.4,0.2834,0,1,18.6
22500413,2025-12-23,Indiana Pacers,Milwaukee Bucks,M1,sell,-0.0585,0.48,0.4215,0,1,22.32
22500012,2025-12-25,Los Angeles Lakers,Houston Rockets,M1,sell,-0.1833,0.5,0.3167,0,1,23.25
22500423,2025-12-26,Atlanta Hawks,Miami Heat,M1,sell,-0.1013,0.59,0.4887,0,1,27.435
22500427,2025-12-26,Chicago Bulls,Philadelphia 76ers,M1,sell,-0.1692,0.49,0.3208,1,0,-25.5
22500432,2025-12-27,Sacramento Kings,Dallas Mavericks,M1,sell,-0.1427,0.44,0.2973,1,0,-28.0
22500433,2025-12-27,Orlando Magic,Denver Nuggets,M1,sell,-0.076,0.4,0.324,1,0,-30.0
22500438,2025-12-27,Houston Rockets,Cleveland Cavaliers,M1,buy,0.1075,0.56,0.6675,1,1,20.46
22500445,2025-12-28,LA Clippers,Detroit Pistons,M1,sell,-0.0997,0.4,0.3003,1,0,-30.0
22500457,2025-12-29,Portland Trail Blazers,Dallas Mavericks,M1,sell,-0.1448,0.57,0.4252,1,0,-21.5
22500456,2025-12-29,San Antonio Spurs,Cleveland Cavaliers,M1,buy,0.1258,0.6,0.7258,0,0,-30.0
22500450,2025-12-29,Miami Heat,Denver Nuggets,M1,sell,-0.1426,0.46,0.3174,1,0,-27.0
22500447,2025-12-29,Charlotte Hornets,Milwaukee Bucks,M1,buy,0.1074,0.43,0.5374,0,0,-21.5
22500451,2025-12-29,Toronto Raptors,Orlando Magic,M1,sell,-0.0953,0.49,0.3947,1,0,-25.5
22500460,2025-12-30,Los Angeles Lakers,Detroit Pistons,M1,sell,-0.1901,0.44,0.2499,0,1,20.46
22500466,2025-12-31,Chicago Bulls,New Orleans Pelicans,M1,sell,-0.0927,0.55,0.4573,1,0,-22.5
22500473,2026-01-01,Dallas Mavericks,Philadelphia 76ers,M1,buy,0.0739,0.45,0.5239,0,0,-22.5
22500482,2026-01-02,New Orleans Pelicans,Portland Trail Blazers,M1,buy,0.1156,0.41,0.5256,0,0,-20.5
22500477,2026-01-02,Washington Wizards,Brooklyn Nets,M1,sell,-0.1596,0.58,0.4204,1,0,-21.0
22500489,2026-01-03,Chicago Bulls,Charlotte Hornets,M1,sell,-0.0526,0.54,0.4874,0,1,25.11
22500496,2026-01-04,Brooklyn Nets,Denver Nuggets,M1,buy,0.1025,0.43,0.5325,1,1,26.505
22500494,2026-01-04,Cleveland Cavaliers,Detroit Pistons,M1,sell,-0.2475,0.59,0.3425,0,1,27.435
22500502,2026-01-05,Detroit Pistons,New York Knicks,M1,buy,0.1128,0.47,0.5828,1,1,24.645
22500508,2026-01-05,LA Clippers,Golden State Warriors,M1,buy,0.1986,0.4,0.5986,1,1,27.9
22500516,2026-01-07,Charlotte Hornets,Toronto Raptors,M1,buy,0.0756,0.43,0.5056,0,0,-21.5
22500530,2026-01-08,Minnesota Timberwolves,Cleveland Cavaliers,M1,buy,0.0901,0.58,0.6701,1,1,19.53
22500533,2026-01-09,Orlando Magic,Philadelphia 76ers,M1,sell,-0.1284,0.42,0.2916,0,1,19.53
22500534,2026-01-09,Washington Wizards,New Orleans Pelicans,M1,buy,0.1107,0.44,0.5507,0,0,-22.0
22500537,2026-01-09,Denver Nuggets,Atlanta Hawks,M1,buy,0.1513,0.44,0.5913,0,0,-22.0
22500538,2026-01-09,Phoenix Suns,New York Knicks,M1,buy,0.1318,0.49,0.6218,1,1,23.715
22500541,2026-01-09,Los Angeles Lakers,Milwaukee Bucks,M1,sell,-0.1729,0.6,0.4271,0,1,27.9
22500545,2026-01-10,Boston Celtics,San Antonio Spurs,M1,buy,0.0963,0.5,0.5963,0,0,-25.0
22500544,2026-01-10,Detroit Pistons,LA Clippers,M1,buy,0.123,0.54,0.663,0,0,-27.0
22500542,2026-01-10,Cleveland Cavaliers,Minnesota Timberwolves,M1,sell,-0.0572,0.57,0.5128,1,0,-21.5
22500550,2026-01-11,Toronto Raptors,Philadelphia 76ers,M1,buy,0.1141,0.47,0.5841,1,1,24.645
22500560,2026-01-12,Toronto Raptors,Philadelphia 76ers,M1,buy,0.1835,0.43,0.6135,0,0,-21.5
22500564,2026-01-13,Miami Heat,Phoenix Suns,M1,sell,-0.0578,0.54,0.4822,1,0,-23.0
22500567,2026-01-13,New Orleans Pelicans,Denver Nuggets,M1,sell,-0.1058,0.44,0.3342,0,1,20.46
22500574,2026-01-14,New Orleans Pelicans,Brooklyn Nets,M1,sell,-0.1407,0.5,0.3593,1,0,-25.0
22500572,2026-01-14,Philadelphia 76ers,Cleveland Cavaliers,M1,buy,0.1703,0.51,0.6803,0,0,-25.5
22500571,2026-01-14,Indiana Pacers,Toronto Raptors,M1,sell,-0.2507,0.53,0.2793,0,1,24.645
22500581,2026-01-15,Houston Rockets,Oklahoma City Thunder,M1,buy,0.1212,0.4,0.5212,0,0,-20.0
22500585,2026-01-15,Portland Trail Blazers,Atlanta Hawks,M1,buy,0.1252,0.41,0.5352,1,1,27.435
22500590,2026-01-16,Toronto Raptors,LA Clippers,M1,buy,0.118,0.56,0.678,0,0,-28.0
22500589,2026-01-16,Philadelphia 76ers,Cleveland Cavaliers,M1,buy,0.072,0.57,0.642,0,0,-28.5
22500594,2026-01-17,Atlanta Hawks,Boston Celtics,M1,buy,0.0909,0.4,0.4909,0,0,-20.0
22500596,2026-01-17,New York Knicks,Phoenix Suns,M1,sell,-0.0735,0.51,0.4365,0,1,23.715
22500601,2026-01-17,Portland Trail Blazers,Los Angeles Lakers,M1,sell,-0.1391,0.59,0.4509,1,0,-20.5
22500607,2026-01-18,Los Angeles Lakers,Toronto Raptors,M1,sell,-0.1393,0.55,0.4107,1,0,-22.5
22500605,2026-01-18,Denver Nuggets,Charlotte Hornets,M1,buy,0.115,0.45,0.565,0,0,-22.5
22500606,2026-01-18,Sacramento Kings,Portland Trail Blazers,M1,sell,-0.1351,0.49,0.3549,0,1,22.785
22500617,2026-01-20,Denver Nuggets,Los Angeles Lakers,M1,buy,0.1235,0.42,0.5435,0,0,-21.0
22500614,2026-01-20,Chicago Bulls,LA Clippers,M1,sell,-0.0729,0.57,0.4971,1,0,-21.5
22500613,2026-01-20,Philadelphia 76ers,Phoenix Suns,M1,buy,0.0592,0.44,0.4992,0,0,-22.0
22500620,2026-01-21,Charlotte Hornets,Cleveland Cavaliers,M1,buy,0.223,0.41,0.633,0,0,-20.5
22500634,2026-01-22,Portland Trail Blazers,Miami Heat,M1,sell,-0.0764,0.59,0.5136,1,0,-20.5
22500628,2026-01-22,Philadelphia 76ers,Houston Rockets,M1,buy,0.0655,0.46,0.5255,1,1,25.11
22500646,2026-01-24,Orlando Magic,Cleveland Cavaliers,M1,buy,0.0612,0.53,0.5912,0,0,-26.5
22500661,2026-01-26,Chicago Bulls,Los Angeles Lakers,M1,sell,-0.0839,0.48,0.3961,0,1,22.32
22500674,2026-01-28,Miami Heat,Orlando Magic,M1,sell,-0.1059,0.58,0.4741,0,1,26.97
22500685,2026-01-29,Phoenix Suns,Detroit Pistons,M1,buy,0.0868,0.4,0.4868,1,1,27.9
22500681,2026-01-29,Washington Wizards,Milwaukee Bucks,M1,sell,-0.1059,0.47,0.3641,1,0,-26.5
22500694,2026-01-30,Utah Jazz,Brooklyn Nets,M1,sell,-0.1671,0.6,0.4329,0,1,27.9
22500693,2026-01-30,Phoenix Suns,Cleveland Cavaliers,M1,buy,0.1558,0.47,0.6258,1,1,24.645
22500695,2026-01-30,Denver Nuggets,LA Clippers,M1,buy,0.1314,0.44,0.5714,1,1,26.04
22500696,2026-01-30,Golden State Warriors,Detroit Pistons,M1,sell,-0.1172,0.56,0.4428,0,1,26.04
22500691,2026-01-30,New Orleans Pelicans,Memphis Grizzlies,M1,sell,-0.1577,0.59,0.4323,1,0,-20.5
22500687,2026-01-30,Orlando Magic,Toronto Raptors,M1,sell,-0.1474,0.56,0.4126,1,0,-22.0
22500697,2026-01-31,Charlotte Hornets,San Antonio Spurs,M1,buy,0.055,0.4,0.455,1,1,27.9
22500698,2026-01-31,Indiana Pacers,Atlanta Hawks,M1,sell,-0.1038,0.48,0.3762,1,0,-26.0
22500709,2026-02-01,Phoenix Suns,LA Clippers,M1,buy,0.1083,0.58,0.6883,0,0,-29.0
22500703,2026-02-01,San Antonio Spurs,Orlando Magic,M1,buy,0.1824,0.56,0.7424,1,1,20.46
22500715,2026-02-02,LA Clippers,Philadelphia 76ers,M1,buy,0.1276,0.5,0.6276,0,0,-25.0
22500717,2026-02-03,Indiana Pacers,Utah Jazz,M1,buy,0.1344,0.43,0.5644,0,0,-21.5
22500720,2026-02-03,Miami Heat,Atlanta Hawks,M1,buy,0.0773,0.53,0.6073,0,0,-26.5
22500727,2026-02-04,Toronto Raptors,Minnesota Timberwolves,M1,buy,0.0801,0.43,0.5101,0,0,-21.5
22500731,2026-02-04,Sacramento Kings,Memphis Grizzlies,M1,sell,-0.2133,0.58,0.3667,0,1,26.97
22500732,2026-02-04,LA Clippers,Cleveland Cavaliers,M1,buy,0.1421,0.42,0.5621,0,0,-21.0
22500740,2026-02-05,Los Angeles Lakers,Philadelphia 76ers,M1,sell,-0.0535,0.57,0.5165,1,0,-21.5
22500746,2026-02-06,Sacramento Kings,LA Clippers,M1,sell,-0.0954,0.41,0.3146,0,1,19.065
22500743,2026-02-06,Milwaukee Bucks,Indiana Pacers,M1,buy,0.214,0.47,0.684,1,1,24.645
22500753,2026-02-07,Los Angeles Lakers,Golden State Warriors,M1,sell,-0.1356,0.55,0.4144,1,0,-22.5
22500770,2026-02-09,Portland Trail Blazers,Philadelphia 76ers,M1,sell,-0.2096,0.6,0.3904,1,0,-20.0
22500762,2026-02-09,Brooklyn Nets,Chicago Bulls,M1,buy,0.1209,0.43,0.5509,1,1,26.505
22500784,2026-02-11,New Orleans Pelicans,Miami Heat,M1,sell,-0.1536,0.54,0.3864,0,1,25.11
22500781,2026-02-11,Toronto Raptors,Detroit Pistons,M1,sell,-0.0986,0.51,0.4114,0,1,23.715
22500775,2026-02-11,Charlotte Hornets,Atlanta Hawks,M1,buy,0.0757,0.55,0.6257,1,1,20.925
22500803,2026-02-20,Washington Wizards,Indiana Pacers,M1,sell,-0.0908,0.52,0.4292,1,0,-24.0
22500804,2026-02-20,Memphis Grizzlies,Utah Jazz,M1,buy,0.0712,0.56,0.6312,1,1,20.46
22500810,2026-02-20,Portland Trail Blazers,Denver Nuggets,M1,sell,-0.126,0.48,0.354,0,1,22.32
22500811,2026-02-21,Phoenix Suns,Orlando Magic,M1,sell,-0.0973,0.59,0.4927,1,0,-20.5
22500812,2026-02-21,New Orleans Pelicans,Philadelphia 76ers,M1,sell,-0.0561,0.4,0.3439,1,0,-30.0
22500819,2026-02-22,Milwaukee Bucks,Toronto Raptors,M1,sell,-0.0689,0.42,0.3511,0,1,19.53
22500823,2026-02-22,Los Angeles Lakers,Boston Celtics,M1,sell,-0.0993,0.49,0.3907,0,1,22.785
22500826,2026-02-22,Phoenix Suns,Portland Trail Blazers,M1,buy,0.2817,0.41,0.6917,0,0,-20.5
22500829,2026-02-23,Memphis Grizzlies,Sacramento Kings,M1,buy,0.131,0.58,0.711,0,0,-29.0
22500828,2026-02-23,Detroit Pistons,San Antonio Spurs,M1,buy,0.0663,0.53,0.5963,0,0,-26.5
22500834,2026-02-24,Toronto Raptors,Oklahoma City Thunder,M1,sell,-0.1397,0.57,0.4303,0,1,26.505
22500838,2026-02-24,New Orleans Pelicans,Golden State Warriors,M1,sell,-0.1192,0.48,0.3608,1,0,-26.0
22500846,2026-02-25,Milwaukee Bucks,Cleveland Cavaliers,M1,sell,-0.053,0.43,0.377,1,0,-28.5
22500847,2026-02-25,Denver Nuggets,Boston Celtics,M1,sell,-0.0855,0.58,0.4945,1,0,-21.0
22500849,2026-02-26,Philadelphia 76ers,Miami Heat,M1,sell,-0.1421,0.56,0.4179,1,0,-22.0
22500866,2026-02-28,Golden State Warriors,Los Angeles Lakers,M1,buy,0.0695,0.41,0.4795,0,0,-20.5
22500872,2026-03-01,Indiana Pacers,Memphis Grizzlies,M1,sell,-0.0701,0.49,0.4199,0,1,22.785
22500871,2026-03-01,Denver Nuggets,Minnesota Timberwolves,M1,sell,-0.0711,0.58,0.5089,0,1,26.97
22500880,2026-03-02,Milwaukee Bucks,Boston Celtics,M1,sell,-0.0929,0.44,0.3471,0,1,20.46
22500893,2026-03-04,New York Knicks,Oklahoma City Thunder,M1,buy,0.0916,0.4,0.4916,0,0,-20.0
22500897,2026-03-04,Milwaukee Bucks,Atlanta Hawks,M1,sell,-0.1077,0.51,0.4023,0,1,23.715
22500904,2026-03-05,San Antonio Spurs,Detroit Pistons,M1,sell,-0.0897,0.58,0.4903,1,0,-21.0
22500911,2026-03-06,Denver Nuggets,New York Knicks,M1,sell,-0.1007,0.53,0.4293,0,1,24.645
22500921,2026-03-08,Cleveland Cavaliers,Boston Celtics,M1,sell,-0.1004,0.53,0.4296,0,1,24.645
22500923,2026-03-08,Miami Heat,Detroit Pistons,M1,sell,-0.1111,0.5,0.3889,1,0,-25.0
22500239,2025-11-16,Phoenix Suns,Atlanta Hawks,M2,buy,0.1405,0.53,0.6705,0,0,-26.5
22500244,2025-11-17,Miami Heat,New York Knicks,M2,sell,-0.0617,0.52,0.4583,1,0,-24.0
22500249,2025-11-18,Orlando Magic,Golden State Warriors,M2,buy,0.1699,0.44,0.6099,1,1,26.04
22500251,2025-11-18,Atlanta Hawks,Detroit Pistons,M2,buy,0.2305,0.45,0.6805,0,0,-22.5
22500254,2025-11-18,Portland Trail Blazers,Phoenix Suns,M2,sell,-0.2232,0.54,0.3168,0,1,25.11
22500263,2025-11-19,Portland Trail Blazers,Chicago Bulls,M2,buy,0.067,0.41,0.477,0,0,-20.5
22500256,2025-11-19,Indiana Pacers,Charlotte Hornets,M2,sell,-0.2799,0.46,0.1801,1,0,-27.0
22500255,2025-11-19,Cleveland Cavaliers,Houston Rockets,M2,buy,0.1274,0.46,0.5874,0,0,-23.0
22500258,2025-11-19,Philadelphia 76ers,Toronto Raptors,M2,buy,0.1972,0.44,0.6372,0,0,-22.0
22500265,2025-11-20,Memphis Grizzlies,Sacramento Kings,M2,sell,-0.1118,0.58,0.4682,1,0,-21.0
22500266,2025-11-20,Milwaukee Bucks,Philadelphia 76ers,M2,sell,-0.0509,0.47,0.4191,0,1,21.855
22500267,2025-11-20,San Antonio Spurs,Atlanta Hawks,M2,buy,0.1925,0.5,0.6925,1,1,23.25
22500054,2025-11-21,Houston Rockets,Denver Nuggets,M2,buy,0.0961,0.58,0.6761,0,0,-29.0
22500051,2025-11-21,Chicago Bulls,Miami Heat,M2,sell,-0.0987,0.56,0.4613,0,1,26.04
22500273,2025-11-22,Dallas Mavericks,Memphis Grizzlies,M2,sell,-0.064,0.51,0.446,0,1,23.715
22500269,2025-11-22,Orlando Magic,New York Knicks,M2,buy,0.0854,0.55,0.6354,1,1,20.925
22500275,2025-11-23,Philadelphia 76ers,Miami Heat,M2,buy,0.1018,0.5,0.6018,0,0,-25.0
22500281,2025-11-23,Phoenix Suns,San Antonio Spurs,M2,buy,0.127,0.55,0.677,1,1,20.925
22500284,2025-11-24,Toronto Raptors,Cleveland Cavaliers,M2,buy,0.1227,0.55,0.6727,1,1,20.925
22500066,2025-11-26,Golden State Warriors,Houston Rockets,M2,sell,-0.1702,0.6,0.4298,0,1,27.9
22500067,2025-11-26,Portland Trail Blazers,San Antonio Spurs,M2,sell,-0.2154,0.5,0.2846,0,1,23.25
22500065,2025-11-26,New Orleans Pelicans,Memphis Grizzlies,M2,sell,-0.2399,0.41,0.1701,0,1,19.065
22500060,2025-11-26,Boston Celtics,Detroit Pistons,M2,buy,0.1945,0.46,0.6545,1,1,25.11
22500077,2025-11-28,Utah Jazz,Sacramento Kings,M2,sell,-0.182,0.57,0.388,1,0,-21.5
22500072,2025-11-28,Detroit Pistons,Orlando Magic,M2,buy,0.1174,0.6,0.7174,0,0,-30.0
22500071,2025-11-28,Charlotte Hornets,Chicago Bulls,M2,sell,-0.0718,0.42,0.3482,1,0,-29.0
22500295,2025-11-29,Indiana Pacers,Chicago Bulls,M2,sell,-0.1025,0.43,0.3275,1,0,-28.5
22500307,2025-11-30,Sacramento Kings,Memphis Grizzlies,M2,sell,-0.2911,0.42,0.1289,0,1,19.53
22500304,2025-11-30,Philadelphia 76ers,Atlanta Hawks,M2,sell,-0.11,0.58,0.47,0,1,26.97
22500320,2025-12-02,Boston Celtics,New York Knicks,M2,buy,0.1066,0.49,0.5966,1,1,23.715
22500327,2025-12-03,Atlanta Hawks,LA Clippers,M2,buy,0.2285,0.55,0.7785,0,0,-27.5
22500336,2025-12-04,Toronto Raptors,Los Angeles Lakers,M2,buy,0.1188,0.57,0.6888,0,0,-28.5
22500347,2025-12-05,Memphis Grizzlies,LA Clippers,M2,buy,0.2748,0.46,0.7348,1,1,25.11
22500340,2025-12-05,Atlanta Hawks,Denver Nuggets,M2,buy,0.1281,0.4,0.5281,0,0,-20.0
22500357,2025-12-07,New York Knicks,Orlando Magic,M2,buy,0.1699,0.52,0.6899,1,1,22.32
22500358,2025-12-07,Toronto Raptors,Boston Celtics,M2,buy,0.1328,0.43,0.5628,0,0,-21.5
22500360,2025-12-07,Memphis Grizzlies,Portland Trail Blazers,M2,buy,0.0531,0.56,0.6131,1,1,20.46
22500361,2025-12-07,Chicago Bulls,Golden State Warriors,M2,sell,-0.2676,0.49,0.2224,0,1,22.785
22500362,2025-12-07,Philadelphia 76ers,Los Angeles Lakers,M2,buy,0.1629,0.42,0.5829,0,0,-21.0
22501201,2025-12-09,Orlando Magic,Miami Heat,M2,buy,0.1862,0.53,0.7162,1,1,21.855
22501209,2025-12-12,Charlotte Hornets,Chicago Bulls,M2,buy,0.1089,0.44,0.5489,0,0,-22.0
22501219,2025-12-14,Brooklyn Nets,Milwaukee Bucks,M2,sell,-0.092,0.49,0.398,1,0,-25.5
22501228,2025-12-14,Phoenix Suns,Los Angeles Lakers,M2,sell,-0.07,0.54,0.47,0,1,25.11
22501224,2025-12-15,Utah Jazz,Dallas Mavericks,M2,sell,-0.3037,0.49,0.1863,1,0,-25.5
22501222,2025-12-15,Boston Celtics,Detroit Pistons,M2,buy,0.1572,0.53,0.6872,0,0,-26.5
22501225,2025-12-15,Denver Nuggets,Houston Rockets,M2,sell,-0.0779,0.5,0.4221,1,0,-25.0
22500378,2025-12-18,Phoenix Suns,Golden State Warriors,M2,sell,-0.1189,0.45,0.3311,1,0,-27.5
22500372,2025-12-18,Indiana Pacers,New York Knicks,M2,sell,-0.1409,0.41,0.2691,0,1,19.065
22500383,2025-12-19,Atlanta Hawks,San Antonio Spurs,M2,sell,-0.0533,0.4,0.3467,0,1,18.6
22500395,2025-12-20,LA Clippers,Los Angeles Lakers,M2,sell,-0.1429,0.47,0.3271,1,0,-26.5
22500389,2025-12-20,New Orleans Pelicans,Indiana Pacers,M2,sell,-0.1543,0.57,0.4157,1,0,-21.5
22500388,2025-12-20,Toronto Raptors,Boston Celtics,M2,sell,-0.2671,0.54,0.2729,0,1,25.11
22500387,2025-12-20,Philadelphia 76ers,Dallas Mavericks,M2,buy,0.0806,0.54,0.6206,1,1,21.39
22500386,2025-12-20,Denver Nuggets,Houston Rockets,M2,sell,-0.0692,0.48,0.4108,0,1,22.32
22500397,2025-12-21,Brooklyn Nets,Toronto Raptors,M2,buy,0.0622,0.41,0.4722,1,1,27.435
22500404,2025-12-22,New Orleans Pelicans,Dallas Mavericks,M2,sell,-0.0643,0.49,0.4257,1,0,-25.5
22500420,2025-12-23,Portland Trail Blazers,Orlando Magic,M2,sell,-0.1545,0.49,0.3355,0,1,22.785
22500418,2025-12-23,Phoenix Suns,Los Angeles Lakers,M2,sell,-0.1991,0.58,0.3809,1,0,-21.0
22500419,2025-12-23,Utah Jazz,Memphis Grizzlies,M2,sell,-0.1109,0.4,0.2891,0,1,18.6
22500413,2025-12-23,Indiana Pacers,Milwaukee Bucks,M2,sell,-0.1021,0.48,0.3779,0,1,22.32
22500411,2025-12-23,Atlanta Hawks,Chicago Bulls,M2,sell,-0.073,0.58,0.507,0,1,26.97
22500012,2025-12-25,Los Angeles Lakers,Houston Rockets,M2,sell,-0.1873,0.5,0.3127,0,1,23.25
22500423,2025-12-26,Atlanta Hawks,Miami Heat,M2,sell,-0.1239,0.59,0.4661,0,1,27.435
22500427,2025-12-26,Chicago Bulls,Philadelphia 76ers,M2,sell,-0.1843,0.49,0.3057,1,0,-25.5
22500432,2025-12-27,Sacramento Kings,Dallas Mavericks,M2,sell,-0.2447,0.44,0.1953,1,0,-28.0
22500433,2025-12-27,Orlando Magic,Denver Nuggets,M2,sell,-0.077,0.4,0.323,1,0,-30.0
22500438,2025-12-27,Houston Rockets,Cleveland Cavaliers,M2,buy,0.1704,0.56,0.7304,1,1,20.46
22500445,2025-12-28,LA Clippers,Detroit Pistons,M2,sell,-0.0968,0.4,0.3032,1,0,-30.0
22500457,2025-12-29,Portland Trail Blazers,Dallas Mavericks,M2,sell,-0.1542,0.57,0.4158,1,0,-21.5
22500456,2025-12-29,San Antonio Spurs,Cleveland Cavaliers,M2,buy,0.177,0.6,0.777,0,0,-30.0
22500450,2025-12-29,Miami Heat,Denver Nuggets,M2,sell,-0.143,0.46,0.317,1,0,-27.0
22500447,2025-12-29,Charlotte Hornets,Milwaukee Bucks,M2,buy,0.1166,0.43,0.5466,0,0,-21.5
22500458,2025-12-30,Memphis Grizzlies,Philadelphia 76ers,M2,buy,0.0629,0.48,0.5429,0,0,-24.0
22500460,2025-12-30,Los Angeles Lakers,Detroit Pistons,M2,sell,-0.1897,0.44,0.2503,0,1,20.46
22500466,2025-12-31,Chicago Bulls,New Orleans Pelicans,M2,sell,-0.0816,0.55,0.4684,1,0,-22.5
